gender,sleep_hours,doom_scrolling_time,productive_screen_time,study_hours,medical_issue,drug_addiction,math_score,physics_score,chemistry_score,biology_score,english_score,performance
female,8.9,4.6,5.1,4.4,no,no,65,73,65,53,80,Decent
female,7.5,7.4,5.5,3.5,no,no,20,12,48,37,16,Worst
male,5.2,4.8,6.9,2.9,no,no,35,74,93,83,100,Nice
female,5.4,5.1,6.2,0.3,no,no,20,45,4,89,7,Just Pass
female,9.5,6.9,5.1,2.5,no,no,61,79,62,88,57,Decent
female,5.6,3.8,6.1,4.2,no,no,64,25,23,67,65,Just Pass
male,5.3,2.6,1.8,2.8,no,no,76,34,85,11,63,Decent
female,8.7,5.1,1.0,4.8,no,no,24,98,82,10,56,Decent
female,7.5,5.9,4.3,3.8,no,no,3,58,53,43,8,Just Pass
female,5.6,2.0,4.1,1.2,no,no,72,96,70,77,100,Good
male,7.3,1.6,2.9,0.4,no,no,12,69,78,50,99,Decent
female,5.5,3.3,5.7,2.7,no,no,32,100,56,70,60,Decent
male,8.7,4.7,0.3,2.0,yes,no,9,10,69,63,0,Worst
male,8.6,4.6,2.9,3.7,no,no,77,12,46,7,21,Worst
male,7.8,0.2,3.0,1.6,no,no,70,88,97,100,13,Nice
male,7.5,6.8,0.7,1.8,no,no,7,69,47,22,50,Just Pass
male,9.6,1.7,7.0,5.1,no,no,80,82,63,25,68,Decent
male,7.0,2.5,1.3,3.3,no,no,75,62,5,88,46,Decent
female,5.2,1.2,2.8,1.6,no,no,44,97,35,99,58,Decent
male,7.7,8.4,5.8,3.0,no,no,20,13,82,72,83,Decent
female,10.1,3.5,5.3,5.8,no,no,83,77,58,96,23,Decent
female,5.5,1.3,1.8,3.6,no,no,71,14,52,97,64,Decent
male,6.5,4.7,5.4,4.2,no,no,15,22,56,60,78,Just Pass
female,7.6,4.5,4.6,1.5,no,no,66,43,28,68,97,Decent
female,6.9,2.6,8.7,5.1,no,no,69,100,70,49,94,Nice
female,5.5,4.7,4.8,7.6,no,no,93,91,55,42,72,Decent
female,8.7,1.3,3.7,1.4,no,no,25,100,96,66,82,Nice
male,10.5,2.0,2.3,0.6,no,no,25,4,56,73,99,Decent
female,7.3,0.0,2.5,3.4,no,no,67,51,96,52,100,Nice
male,5.6,0.4,2.3,4.8,no,no,64,31,84,56,24,Decent
female,4.7,6.6,6.7,2.8,yes,no,23,0,6,80,42,Worst
female,7.4,6.3,4.0,0.9,no,no,66,18,78,43,70,Decent
male,8.7,3.1,5.1,2.8,no,no,64,32,16,100,75,Decent
female,7.7,6.3,7.0,4.2,no,no,78,49,51,93,48,Decent
female,7.0,2.7,0.0,2.2,yes,no,0,0,7,47,16,Worst
female,6.1,2.5,6.6,4.2,yes,no,73,49,54,1,63,Just Pass
male,5.4,3.1,4.1,5.3,no,no,60,100,44,43,55,Decent
female,8.3,2.8,4.9,3.5,no,no,13,84,82,51,49,Decent
male,8.4,2.6,2.3,2.9,yes,no,13,74,83,55,73,Decent
female,4.7,5.3,2.5,4.7,no,no,5,83,73,42,34,Just Pass
male,9.4,3.3,5.0,1.3,no,no,48,41,38,85,67,Decent
male,7.9,4.4,8.8,1.1,no,no,37,75,65,71,92,Decent
female,9.1,5.1,6.0,2.5,no,no,100,78,91,37,65,Nice
female,5.0,3.8,6.5,2.0,no,yes,67,1,8,59,30,Just Pass
male,5.0,1.1,3.6,1.4,no,no,88,92,17,36,9,Just Pass
male,6.8,0.3,2.8,6.7,yes,no,58,53,21,14,76,Just Pass
female,7.8,3.3,2.4,7.3,yes,no,82,3,51,19,100,Decent
male,9.7,2.7,3.0,2.3,yes,no,15,53,62,0,69,Just Pass
female,8.1,3.2,0.0,3.2,no,no,57,68,66,84,64,Decent
female,6.6,3.0,2.6,2.6,no,no,43,59,49,66,50,Decent
female,5.5,8.2,2.9,5.2,no,no,16,20,71,56,21,Just Pass
female,8.8,0.3,3.6,5.6,no,no,28,69,84,87,90,Nice
male,5.6,0.0,4.3,0.0,no,no,61,46,68,71,23,Decent
female,9.4,3.7,4.7,4.0,no,no,18,100,29,65,97,Decent
male,6.6,2.2,4.0,0.4,yes,no,57,68,17,70,21,Just Pass
female,9.4,3.6,2.8,6.5,no,no,100,90,48,58,53,Decent
male,8.0,4.2,0.1,3.9,no,no,17,19,81,81,22,Just Pass
female,6.8,5.6,2.8,1.4,no,yes,16,2,46,47,17,Worst
male,6.2,0.0,2.1,2.5,no,no,83,47,35,29,78,Decent
male,6.5,1.9,4.9,2.4,no,no,37,58,14,54,39,Just Pass
female,7.6,3.9,5.8,4.1,no,no,100,14,87,94,81,Nice
female,7.1,4.5,5.9,5.1,no,no,100,71,52,95,74,Nice
female,6.1,7.4,5.5,0.7,no,no,1,26,12,0,28,Worst
female,6.8,4.9,3.7,6.7,no,no,15,69,24,35,44,Just Pass
male,7.1,2.9,3.0,6.2,no,no,100,15,16,57,100,Decent
female,3.8,1.2,2.5,1.2,yes,no,79,16,26,0,0,Worst
male,7.7,1.9,1.0,3.1,no,no,48,82,39,32,77,Decent
male,5.5,1.8,6.0,6.4,no,no,28,73,92,48,64,Decent
female,5.3,4.3,3.7,5.5,no,no,72,89,100,32,82,Nice
male,4.5,3.5,1.5,2.3,no,no,27,67,18,37,48,Just Pass
male,4.3,0.4,2.3,4.6,no,no,100,98,37,94,21,Decent
male,5.0,2.1,2.3,9.0,no,no,100,25,58,49,100,Decent
male,5.9,4.8,4.1,3.2,no,no,67,29,49,61,11,Just Pass
female,9.9,3.7,6.1,1.7,no,no,33,59,74,60,20,Just Pass
female,6.2,4.1,3.3,3.3,no,no,74,98,39,85,46,Decent
female,7.3,3.8,0.0,3.5,no,no,29,68,11,40,95,Just Pass
female,7.6,6.3,3.6,2.0,yes,no,0,25,53,2,9,Worst
male,7.2,3.5,3.7,3.9,no,no,58,21,87,97,64,Decent
male,6.9,2.2,3.6,0.5,no,no,49,50,25,84,53,Decent
female,5.2,1.2,2.7,1.7,yes,no,67,35,4,53,24,Just Pass
female,9.2,3.5,4.4,4.5,no,no,97,88,63,20,80,Decent
female,9.7,0.0,4.1,0.0,no,no,41,47,26,7,56,Just Pass
male,4.5,2.6,4.0,4.8,no,no,55,42,48,29,68,Just Pass
female,5.5,2.6,4.8,0.0,no,no,47,8,77,19,21,Just Pass
female,6.6,0.3,3.1,0.0,no,no,35,7,24,16,95,Just Pass
female,5.6,1.1,3.0,2.0,no,no,81,50,87,33,18,Decent
male,7.8,4.6,6.8,3.6,no,no,61,43,76,42,78,Decent
male,5.9,3.5,5.1,5.7,no,no,100,71,37,91,100,Nice
male,10.2,3.2,5.7,3.1,no,no,74,80,61,79,17,Decent
male,8.8,3.6,6.5,2.5,no,no,29,12,69,18,10,Worst
male,7.3,3.2,5.1,4.2,no,no,28,61,32,100,45,Decent
male,8.5,5.5,5.9,1.3,no,no,36,85,13,74,77,Decent
male,8.7,3.2,0.8,3.3,no,no,37,48,56,19,74,Just Pass
male,6.2,0.1,4.4,0.6,no,no,48,60,77,20,90,Decent
female,5.8,6.3,3.6,3.2,no,no,17,47,45,7,38,Worst
female,7.1,3.7,7.4,2.7,no,no,100,47,16,82,100,Decent
male,8.3,1.8,5.9,1.4,no,no,22,19,100,31,44,Just Pass
male,7.2,0.5,2.7,3.3,yes,no,62,9,66,4,77,Just Pass
female,4.6,3.8,4.7,3.3,no,no,6,22,67,47,40,Just Pass
male,5.8,2.8,4.3,5.4,no,no,55,94,79,85,36,Decent
male,6.9,6.1,4.9,0.0,yes,no,7,4,16,7,10,Worst
male,6.9,2.3,2.0,2.8,no,no,43,99,100,53,24,Decent
female,10.0,1.3,4.7,1.5,no,no,57,89,21,27,20,Just Pass
female,4.9,4.8,3.5,4.7,no,yes,41,49,54,23,17,Just Pass
female,7.8,4.9,4.6,4.5,no,no,66,80,50,43,22,Decent
female,9.2,3.3,2.6,4.0,no,no,70,11,95,50,57,Decent
female,10.4,4.4,2.8,1.6,no,no,82,54,69,44,1,Decent
male,6.4,2.9,6.3,4.8,no,no,100,100,72,25,59,Nice
female,7.7,3.5,1.9,0.0,no,no,67,0,87,3,89,Just Pass
male,7.9,5.3,2.0,0.0,no,no,0,18,80,15,24,Worst
male,7.3,4.3,3.9,0.4,no,no,92,1,1,7,9,Worst
female,6.9,2.7,2.5,2.9,no,no,99,61,24,30,35,Just Pass
female,7.7,5.7,2.2,4.4,no,no,73,13,69,4,81,Just Pass
male,3.2,0.0,4.2,0.0,no,no,50,46,91,34,30,Decent
male,8.0,7.1,1.0,5.6,no,no,25,71,43,21,38,Just Pass
male,7.2,0.0,2.0,3.3,no,no,87,28,15,100,90,Decent
female,6.7,1.7,8.1,0.0,no,no,94,82,71,92,33,Nice
female,10.1,2.9,4.9,3.2,no,no,75,15,28,39,56,Just Pass
female,6.0,2.7,2.5,5.2,no,no,74,26,67,59,18,Just Pass
female,6.4,5.0,4.8,4.2,no,no,26,35,45,100,24,Just Pass
female,10.0,0.9,5.1,5.2,no,no,56,100,76,73,41,Decent
male,5.8,3.5,6.0,0.3,no,no,73,86,94,85,47,Nice
female,6.2,1.8,3.7,2.2,no,yes,0,4,30,64,64,Worst
male,6.8,3.6,6.0,1.2,no,no,67,12,6,97,38,Just Pass
male,8.3,2.9,0.0,6.4,no,no,87,95,69,41,49,Decent
male,7.3,3.2,1.9,4.3,yes,no,25,56,24,0,22,Worst
female,5.1,1.9,4.3,8.7,no,no,34,42,100,37,59,Decent
female,6.2,2.0,4.7,2.1,no,no,89,63,54,65,48,Decent
female,6.1,3.6,2.2,1.6,no,no,13,86,73,52,88,Decent
male,6.9,4.9,4.5,2.7,no,no,39,8,92,31,4,Just Pass
male,7.6,1.8,2.8,5.8,no,no,87,25,53,41,79,Decent
male,7.6,1.3,3.4,2.3,no,no,89,35,100,78,96,Nice
male,4.3,4.2,6.0,3.2,no,no,91,70,19,39,46,Decent
male,8.6,2.9,5.8,3.2,no,no,64,28,75,71,76,Decent
male,7.4,4.7,2.0,3.1,no,no,47,81,3,71,58,Decent
female,9.1,1.2,1.9,1.7,no,yes,63,54,0,22,12,Worst
female,7.7,0.0,3.2,2.7,no,no,68,68,75,31,25,Decent
female,8.7,1.9,3.9,2.6,no,no,65,19,12,94,29,Just Pass
female,7.7,1.5,2.7,3.0,no,no,52,100,19,18,14,Just Pass
male,9.0,2.8,6.1,4.9,no,no,53,65,45,98,92,Decent
male,7.8,1.7,4.7,6.5,no,no,70,67,79,100,75,Nice
female,6.9,4.5,4.8,1.3,no,no,35,98,0,56,77,Decent
male,10.4,2.4,1.5,2.2,no,no,36,88,50,64,31,Decent
female,8.3,3.3,6.3,1.3,no,no,100,50,67,40,85,Decent
female,7.9,3.3,0.0,3.4,no,no,34,42,41,85,31,Just Pass
female,5.1,3.4,5.7,1.9,no,no,30,14,11,31,17,Worst
male,5.1,3.0,5.9,3.5,no,no,46,100,72,66,64,Decent
female,7.4,4.0,3.1,5.2,no,no,69,94,70,10,100,Decent
female,7.2,1.4,6.5,0.0,yes,no,82,22,41,84,32,Decent
female,6.1,5.8,3.9,4.0,no,no,81,78,72,97,54,Nice
male,7.2,2.5,4.1,2.1,no,no,90,82,26,77,51,Decent
male,9.4,0.4,4.7,3.9,no,no,100,39,84,59,62,Decent
female,8.0,3.4,10.4,1.2,no,no,100,71,26,27,31,Decent
male,5.3,1.3,6.7,5.4,no,no,46,48,62,72,65,Decent
male,6.8,4.3,5.4,4.8,no,no,56,89,17,90,60,Decent
male,5.8,7.4,2.2,4.1,yes,no,20,0,63,42,56,Just Pass
male,6.4,1.4,4.3,4.6,no,no,54,82,69,68,29,Decent
male,6.4,3.7,2.4,1.5,no,no,63,30,95,82,55,Decent
male,6.3,0.0,5.6,1.8,no,no,53,16,100,44,79,Decent
male,5.1,3.9,4.3,4.5,no,yes,46,0,84,70,23,Just Pass
male,6.8,1.2,1.8,1.5,no,no,42,69,14,47,58,Just Pass
male,6.2,1.8,4.2,5.9,no,no,50,42,79,19,90,Decent
male,2.6,0.8,2.3,2.4,no,no,34,62,39,72,45,Decent
female,10.1,4.5,4.3,4.0,no,no,87,48,60,94,40,Decent
female,8.6,5.0,2.3,7.2,no,no,72,81,42,60,94,Decent
male,6.4,3.0,4.1,1.6,no,no,100,52,7,48,100,Decent
female,7.0,1.3,5.5,3.1,no,no,97,44,84,94,35,Decent
female,5.2,6.2,3.9,5.1,no,no,53,19,100,93,93,Nice
male,9.5,1.5,3.2,4.9,no,no,39,49,68,100,69,Decent
male,9.8,0.0,4.4,2.3,no,no,80,76,45,47,57,Decent
male,7.2,3.9,5.4,2.0,no,no,76,78,97,63,93,Good
female,8.5,0.8,1.8,2.5,no,no,54,24,44,90,99,Decent
female,7.3,5.0,4.5,5.9,no,no,33,77,100,64,38,Decent
male,5.0,2.2,6.6,2.4,no,no,66,28,96,57,46,Decent
male,6.4,4.2,5.1,3.2,no,no,31,28,58,63,91,Decent
male,7.2,5.8,4.1,2.1,no,no,90,50,64,32,46,Decent
female,6.3,0.6,5.3,4.4,no,no,81,47,89,38,47,Decent
female,6.7,1.9,4.9,3.3,no,no,41,78,76,18,100,Decent
female,6.9,2.8,5.5,1.0,no,no,25,99,20,64,25,Just Pass
female,6.9,6.1,0.0,1.1,no,no,59,2,57,25,49,Just Pass
male,7.1,1.7,0.9,0.0,no,no,67,54,0,85,39,Just Pass
male,5.4,1.8,6.0,1.3,no,no,67,100,79,30,53,Decent
male,5.9,4.0,1.0,4.6,no,no,66,22,60,36,15,Just Pass
male,5.1,1.8,4.8,5.6,no,no,79,55,44,100,44,Decent
female,8.5,3.3,3.3,4.4,no,no,45,21,89,64,25,Just Pass
female,3.8,0.0,2.0,4.1,no,no,100,74,50,44,84,Decent
male,8.7,7.4,4.7,2.7,no,no,43,62,44,82,65,Decent
male,9.1,0.3,4.4,4.5,no,no,21,85,21,93,98,Decent
female,6.5,2.4,8.2,3.6,no,no,51,71,57,74,86,Decent
male,3.1,2.9,2.8,6.6,no,no,22,83,25,97,21,Just Pass
female,6.5,6.8,6.9,2.8,no,no,37,4,28,10,98,Just Pass
male,6.9,0.4,4.7,5.7,no,no,83,100,48,62,41,Decent
male,5.5,7.0,2.7,4.7,yes,no,0,7,0,66,20,Worst
male,6.2,4.5,5.6,4.5,no,no,97,22,56,48,80,Decent
male,9.3,3.8,5.1,0.0,no,no,59,92,50,90,12,Decent
male,8.0,1.0,4.1,4.9,no,no,47,100,75,33,35,Decent
male,5.6,4.1,4.5,2.7,no,no,35,80,50,37,91,Decent
male,4.6,1.6,2.8,2.1,no,no,50,14,90,46,37,Just Pass
female,6.5,5.5,2.3,0.0,no,no,13,69,0,57,55,Just Pass
female,6.7,1.1,5.5,3.0,no,no,14,74,75,33,99,Decent
female,7.7,2.8,3.6,3.1,yes,no,0,65,78,0,89,Just Pass
female,6.2,1.9,3.8,0.4,no,no,37,99,6,99,23,Decent
female,7.8,1.0,4.6,0.1,no,no,16,23,53,93,16,Just Pass
male,9.9,4.5,4.5,4.0,no,no,9,57,65,37,81,Just Pass
male,8.2,4.1,1.1,4.7,no,no,90,80,24,53,23,Decent
female,6.9,5.4,6.6,3.4,no,no,33,49,31,54,64,Just Pass
male,6.7,0.0,4.2,5.3,no,no,72,27,100,100,75,Nice
female,6.5,5.1,3.6,2.8,no,no,18,12,57,60,56,Just Pass
female,8.8,8.0,4.9,2.9,no,no,0,56,27,78,60,Just Pass
male,6.1,2.1,4.5,1.2,no,no,79,33,81,96,90,Nice
male,7.1,6.8,5.5,0.0,no,no,3,4,65,47,18,Worst
male,7.1,2.5,5.1,6.7,yes,no,8,39,40,34,61,Just Pass
female,6.2,0.3,5.4,5.3,no,no,81,43,71,72,56,Decent
male,4.9,2.4,6.7,0.2,no,no,5,6,70,89,35,Just Pass
female,7.5,5.1,5.8,3.3,no,no,48,20,39,63,7,Just Pass
female,6.9,1.3,3.7,2.8,no,no,38,98,72,99,69,Nice
female,7.8,1.8,1.8,2.5,no,no,36,6,30,94,100,Decent
male,6.2,4.2,7.3,2.2,no,no,7,84,36,44,83,Decent
male,8.8,3.0,3.5,3.8,no,no,100,84,40,53,33,Decent
female,5.7,4.2,3.1,4.6,no,no,58,63,100,74,78,Nice
male,9.6,3.5,0.5,3.8,no,no,60,23,86,14,32,Just Pass
male,4.4,4.0,4.7,2.8,no,no,69,90,59,49,78,Decent
male,7.7,2.1,4.3,2.7,no,no,88,56,65,23,94,Decent
female,7.7,3.5,1.0,4.9,no,no,67,24,12,91,40,Just Pass
female,5.8,1.1,4.9,3.9,no,no,92,58,80,100,16,Decent
male,7.6,5.6,3.0,3.1,no,no,43,18,31,13,29,Worst
female,8.9,1.7,9.4,2.9,no,no,55,55,79,84,38,Decent
male,3.7,5.3,2.9,3.7,no,no,79,46,81,60,58,Decent
male,7.8,2.5,3.1,2.1,no,no,90,39,8,80,33,Decent
male,3.3,3.4,2.3,4.6,no,no,14,66,61,70,4,Just Pass
male,5.6,2.0,6.6,0.8,yes,no,46,85,48,13,45,Just Pass
female,9.4,1.0,3.3,2.2,yes,no,62,28,14,23,81,Just Pass
female,6.1,0.0,2.6,4.2,no,no,24,51,80,32,61,Just Pass
female,5.2,0.9,5.4,0.7,no,no,99,80,62,99,44,Nice
male,6.7,2.4,1.2,0.0,no,no,47,48,71,47,12,Just Pass
male,10.1,3.4,5.3,3.1,no,no,72,50,19,100,46,Decent
male,4.3,5.0,7.6,0.0,no,no,13,77,40,40,29,Just Pass
female,5.4,2.1,5.1,0.4,no,no,29,92,100,58,100,Nice
male,9.2,1.2,5.3,4.5,no,no,30,77,86,96,21,Decent
female,9.8,0.1,5.7,2.6,no,no,42,34,84,95,39,Decent
female,6.8,4.0,7.4,5.6,no,no,66,63,48,40,23,Just Pass
female,5.1,5.8,6.4,0.6,no,no,79,46,5,24,81,Just Pass
female,10.1,5.5,4.9,2.8,no,no,55,45,96,11,43,Decent
female,9.4,4.4,5.8,3.8,no,no,33,35,19,89,88,Decent
female,8.0,4.3,2.2,0.7,no,no,0,41,93,73,63,Decent
male,5.8,6.4,5.6,5.1,no,no,69,51,19,15,99,Decent
male,6.9,3.7,2.0,4.0,yes,no,32,10,7,15,0,Worst
female,6.8,4.3,3.3,0.0,no,no,92,84,24,38,14,Decent
female,7.5,2.4,0.0,2.9,no,no,79,90,53,56,72,Decent
male,9.2,0.3,4.8,3.8,no,no,97,92,96,69,75,Good
female,8.3,1.6,2.7,1.8,no,no,6,45,100,100,74,Decent
female,5.4,3.0,6.2,0.0,no,no,78,38,36,77,58,Decent
male,9.1,3.1,4.8,3.6,yes,no,14,66,0,6,53,Worst
female,7.5,6.9,6.2,7.4,no,no,72,74,75,43,100,Nice
female,8.0,3.2,1.8,2.2,yes,no,30,46,57,20,78,Just Pass
female,9.2,5.4,6.1,6.1,no,no,70,25,52,44,16,Just Pass
male,5.3,2.1,8.2,1.5,no,no,24,72,29,89,52,Decent
male,6.9,2.4,5.5,3.4,no,no,57,100,42,48,63,Decent
male,6.2,0.3,5.6,4.5,no,no,24,29,86,70,56,Decent
female,4.6,1.5,4.3,3.0,no,no,14,43,59,63,14,Just Pass
female,7.5,4.1,3.0,2.4,no,no,66,51,75,28,48,Decent
male,10.8,3.0,5.5,4.5,no,no,100,82,35,46,100,Nice
female,4.2,4.9,1.0,6.8,no,no,83,14,90,83,13,Decent
female,7.0,3.4,3.2,3.6,no,no,53,94,22,93,88,Decent
female,8.0,2.3,0.5,2.0,no,no,6,5,33,4,20,Worst
female,7.2,7.3,2.6,2.6,no,no,0,78,52,53,50,Just Pass
female,6.8,2.8,5.3,8.0,no,no,39,26,97,87,62,Decent
male,5.1,5.3,5.0,3.3,no,no,100,19,30,77,38,Decent
female,7.3,2.2,4.1,1.8,no,no,45,86,100,75,93,Nice
male,5.9,4.4,4.3,0.7,no,no,81,83,67,84,94,Good
female,3.7,4.9,0.2,0.0,no,no,52,80,3,0,20,Worst
male,8.8,3.4,3.3,3.7,no,no,67,18,79,45,71,Decent
female,8.4,0.0,2.6,4.3,no,no,100,68,85,94,71,Good
male,7.1,3.0,2.7,2.2,no,no,26,10,78,87,10,Just Pass
female,7.3,5.5,5.2,3.0,no,no,48,18,94,29,7,Just Pass
male,8.6,4.1,2.3,0.7,no,no,81,12,66,53,72,Decent
female,7.3,3.9,2.8,3.3,no,no,59,10,39,22,43,Just Pass
male,8.4,0.0,0.0,4.0,no,no,36,100,91,97,42,Nice
female,6.6,1.6,3.4,1.9,no,no,26,18,75,79,100,Decent
male,9.0,3.8,1.8,6.4,no,no,87,74,69,34,20,Decent
male,7.5,3.8,4.2,1.3,no,no,1,62,35,62,26,Just Pass
female,7.3,5.4,2.1,3.6,no,no,91,19,92,50,85,Decent
female,5.1,2.7,4.2,4.7,no,no,14,100,64,38,54,Decent
male,7.4,3.8,3.7,2.8,no,no,67,38,66,93,62,Decent
female,5.8,3.0,7.3,2.6,no,no,71,100,52,25,15,Decent
male,6.0,1.0,5.0,0.1,no,no,62,99,83,51,97,Nice
male,5.8,0.0,0.3,5.7,no,no,64,100,51,75,30,Decent
male,5.4,3.9,1.5,2.7,no,no,85,75,81,82,21,Decent
female,10.2,3.3,4.1,4.1,no,no,75,35,20,25,25,Just Pass
male,9.0,1.8,2.1,4.3,no,no,89,23,81,71,60,Decent
male,9.9,0.0,0.0,1.7,no,no,16,61,52,5,86,Just Pass
female,5.2,4.3,6.7,2.6,no,no,11,43,76,89,33,Decent
female,7.1,2.5,5.4,5.7,no,no,20,100,71,41,32,Decent
female,5.1,4.1,5.0,0.8,yes,no,0,58,0,56,24,Worst
female,6.0,6.7,2.8,7.3,no,no,75,36,56,69,100,Decent
male,5.6,0.0,4.9,1.5,no,no,60,12,100,16,12,Just Pass
male,8.9,1.6,2.6,0.6,no,no,76,24,76,19,51,Just Pass
male,6.4,2.6,4.4,3.3,no,no,29,66,40,36,76,Just Pass
male,8.6,5.9,2.2,7.4,no,no,46,17,100,98,90,Decent
female,7.9,0.0,7.0,0.0,no,no,98,75,87,58,84,Nice
male,10.5,6.9,0.9,2.7,no,no,85,59,28,83,0,Decent
male,4.8,3.3,6.5,4.0,no,no,100,28,72,16,58,Decent
female,8.9,2.8,4.1,3.1,no,no,89,67,50,8,15,Just Pass
male,8.7,2.6,3.0,3.8,no,no,77,69,18,100,70,Decent
male,5.5,2.1,4.3,1.6,no,no,97,53,86,78,13,Decent
male,8.5,5.1,5.5,1.8,no,no,71,95,19,78,4,Decent
male,7.5,0.9,6.7,2.7,no,no,100,25,60,100,45,Decent
male,6.7,3.7,4.6,0.7,no,no,1,39,69,97,92,Decent
male,5.8,2.2,2.2,2.9,no,no,98,94,99,15,76,Nice
female,5.9,1.5,4.1,2.2,no,no,64,47,15,24,9,Worst
female,10.1,8.2,7.6,2.1,no,no,8,39,36,15,25,Worst
male,7.0,3.8,6.7,3.6,no,no,32,77,72,92,12,Decent
male,8.2,4.2,5.8,0.0,no,no,83,64,75,33,27,Decent
female,5.8,5.3,5.6,2.5,no,no,52,4,94,61,70,Decent
male,5.8,0.2,5.4,7.6,no,no,100,75,30,100,100,Good
male,8.6,6.5,6.3,0.8,no,no,6,28,57,63,75,Just Pass
male,5.0,0.0,3.1,5.6,no,no,62,83,21,27,100,Decent
female,6.4,1.5,1.3,3.1,no,no,40,62,85,51,43,Decent
male,7.1,2.1,4.1,1.8,no,no,57,71,20,12,92,Decent
female,7.2,4.2,2.4,0.4,no,no,57,59,83,41,66,Decent
male,6.7,3.4,1.9,3.3,no,no,70,29,19,25,57,Just Pass
female,7.6,2.7,2.6,5.9,no,no,14,38,90,14,100,Decent
female,8.0,3.0,9.0,2.2,no,no,20,49,40,93,100,Decent
male,8.1,1.0,4.3,2.8,no,no,15,36,67,100,100,Decent
female,5.5,0.0,4.7,5.0,no,no,100,90,82,100,42,Good
male,6.6,4.5,1.6,3.7,no,no,33,62,22,31,22,Just Pass
female,8.8,4.4,0.3,0.0,no,no,25,10,18,71,79,Just Pass
male,8.3,6.2,2.4,3.2,no,no,42,85,7,64,36,Just Pass
male,4.9,1.4,6.9,6.0,no,no,100,70,24,100,100,Nice
female,7.5,4.4,4.7,2.9,no,no,5,16,27,88,72,Just Pass
male,4.0,2.4,5.2,0.0,no,no,8,18,48,95,73,Just Pass
male,7.1,5.4,5.5,3.8,no,no,74,59,77,21,8,Just Pass
female,9.8,5.0,2.8,2.6,no,no,95,32,78,75,41,Decent
male,5.6,3.4,6.8,0.0,no,no,65,86,7,74,86,Decent
male,5.7,2.3,2.7,0.0,no,no,24,47,25,26,46,Just Pass
female,8.1,4.9,6.8,5.0,no,no,63,100,89,51,81,Nice
female,4.7,4.3,4.9,1.5,no,no,96,9,47,16,74,Just Pass
male,6.1,1.6,0.4,1.2,no,no,52,66,18,91,12,Just Pass
male,7.9,0.3,2.5,2.9,no,no,48,99,50,98,26,Decent
female,6.0,2.4,0.4,1.7,no,no,37,28,26,60,71,Just Pass
female,6.6,6.0,6.3,3.2,no,no,100,17,9,55,9,Just Pass
male,8.1,5.3,4.0,2.6,no,no,71,45,76,23,34,Just Pass
female,7.6,0.8,0.0,0.6,no,no,67,95,28,77,90,Nice
male,7.4,0.7,4.8,2.0,no,no,34,74,100,11,68,Decent
male,6.5,5.5,2.9,3.9,no,no,57,66,90,48,93,Decent
male,7.6,0.7,1.0,3.1,no,no,44,76,80,95,39,Decent
male,6.8,4.0,7.4,2.8,no,no,33,12,41,70,72,Just Pass
male,7.7,1.8,4.2,6.9,no,no,100,66,49,85,50,Decent
female,6.3,6.2,3.4,4.5,no,no,41,10,50,10,14,Worst
female,6.7,1.5,3.2,4.7,no,no,43,46,50,43,100,Decent
female,5.5,5.3,1.0,2.7,no,no,89,78,86,63,13,Decent
female,6.9,3.4,1.4,3.4,no,no,22,68,15,7,21,Worst
male,5.8,3.5,6.6,2.1,no,no,81,100,79,40,91,Nice
male,5.3,0.0,3.1,4.6,no,yes,58,10,54,28,73,Just Pass
male,7.4,0.0,4.0,2.8,no,no,100,53,94,63,100,Good
male,7.3,2.6,0.0,3.4,no,no,86,83,57,39,10,Decent
female,8.2,3.5,1.4,3.3,no,no,73,24,65,48,12,Just Pass
male,6.4,0.7,5.2,3.0,no,no,46,30,100,69,59,Decent
male,7.6,0.8,4.8,8.9,no,no,80,73,40,43,90,Decent
female,7.8,4.1,7.5,1.7,no,no,100,44,16,24,9,Just Pass
female,7.7,4.1,6.7,1.6,no,no,6,100,43,87,19,Decent
female,5.8,2.7,3.5,4.4,no,no,90,56,58,56,81,Decent
female,7.2,4.6,4.9,1.8,no,no,26,87,20,36,67,Just Pass
male,7.5,0.7,3.4,2.4,no,no,28,98,18,53,18,Just Pass
male,7.0,2.3,8.1,0.8,no,no,31,23,10,25,100,Just Pass
female,3.9,6.3,6.3,4.0,no,no,6,72,77,24,26,Just Pass
male,7.2,3.1,4.3,4.0,no,no,100,37,58,61,98,Decent
male,10.3,3.3,4.4,2.4,no,no,91,14,89,40,97,Decent
male,6.5,7.6,6.9,4.4,no,no,56,91,40,51,53,Decent
female,5.9,0.2,5.2,0.0,no,no,78,36,77,21,48,Decent
male,7.6,4.6,7.1,1.6,no,no,58,37,51,18,30,Just Pass
female,7.5,6.3,0.0,2.7,no,no,73,24,53,30,72,Decent
male,8.8,2.4,4.9,0.7,no,no,87,23,40,40,22,Just Pass
male,5.1,4.7,3.0,0.0,no,no,15,35,0,80,54,Just Pass
male,8.1,1.0,7.5,2.4,no,no,60,57,100,18,71,Decent
female,7.9,1.6,7.1,4.4,no,no,82,59,100,100,43,Nice
male,6.8,3.8,4.1,5.6,no,no,100,100,44,100,100,Good
female,7.5,4.6,7.1,1.9,no,no,72,37,99,58,88,Decent
female,8.5,5.2,7.6,4.5,no,no,100,14,41,82,13,Decent
